supplier_id,category,region,jobs_observed,response_time_hours_raw,completion_time_hours_raw,cost_usd_raw,nte_compliance_raw,nte_successes,customer_rating_raw,ratings_observed,reopened_raw,reopened_events,historical_job_count_for_supplier,peer_response_time_hours,peer_completion_time_hours,peer_cost_usd,peer_nte_compliance,peer_customer_rating,peer_reopened,peer_jobs,peer_suppliers,category_response_time_hours,category_completion_time_hours,category_cost_usd,category_nte_compliance,category_customer_rating,category_reopened,category_jobs,category_suppliers,peer_blend_weight,comparison_level,comparison_group,comparison_label,comparison_group_suppliers,comparison_group_jobs,response_time_hours_baseline,completion_time_hours_baseline,cost_usd_baseline,nte_compliance_baseline,customer_rating_baseline,reopened_baseline,response_time_hours_raw_filled,response_time_hours_shrunk,response_time_hours_shrinkage_delta,completion_time_hours_raw_filled,completion_time_hours_shrunk,completion_time_hours_shrinkage_delta,cost_usd_raw_filled,cost_usd_shrunk,cost_usd_shrinkage_delta,nte_compliance_raw_filled,nte_compliance_shrunk,nte_compliance_shrinkage_delta,customer_rating_raw_filled,customer_rating_shrunk,customer_rating_shrinkage_delta,reopened_raw_filled,reopened_shrunk,reopened_shrinkage_delta,response_time_hours_z,response_time_hours_component_score,response_time_hours_contribution,completion_time_hours_z,completion_time_hours_component_score,completion_time_hours_contribution,cost_usd_z,cost_usd_component_score,cost_usd_contribution,nte_compliance_z,nte_compliance_component_score,nte_compliance_contribution,customer_rating_z,customer_rating_component_score,customer_rating_contribution,reopened_z,reopened_component_score,reopened_contribution,score_latent,score_performance,score_evidence_weight,score_overall,rank_overall,methodology_variant,confidence_score,confidence_label,bootstrap_score_p10,bootstrap_score_p50,bootstrap_score_p90,bootstrap_rank_p10,bootstrap_rank_p50,bootstrap_rank_p90,bootstrap_score_std,bootstrap_top_10_share,bootstrap_rank_interval_width,bootstrap_score_interval_width,score_conservative,rank_conservative,short_explanation,rank_range
SUP-029,Electrical,Phoenix,4,7.575,23.825,924.84,0.75,3.0,4.5,3,0.0,0.0,80.0,7.02,23.953333333333333,867.2860000000001,0.8,4.35,0.0,15,2,7.6734939759036145,27.726506024096388,761.4689156626506,0.7951807228915663,4.106060606060606,0.10843373493975904,83,11,0.5,category,category|Electrical,Electrical suppliers overall,11,83,7.346746987951807,25.83991967871486,814.3774578313253,0.7975903614457831,4.2280303030303035,0.05421686746987952,7.575,7.422831325301204,-0.15216867469879602,23.825,25.168279785809904,1.343279785809905,924.84,851.1983052208835,-73.6416947791165,0.75,0.7839931153184165,0.033993115318416534,4.5,4.3300189393939394,-0.16998106060606055,0.0,0.0387263339070568,0.0387263339070568,0.2123112739602114,60.0,0.042462254792042284,1.3759673027497947,90.0,0.27519346054995897,-1.5677633057827742,0.0,-0.2351644958674161,-0.24222188002842815,40.0,-0.03633328200426422,1.8302969870238166,100.0,0.18302969870238167,1.6275986362606236,90.0,0.32551972725212475,0.5547073634248274,55.54707363424828,0.6324555320336759,53.50827740657847,11,shrunk,0.6840644733273544,Medium,51.19480997574706,52.58004831944986,53.90264835729734,9.0,16.0,26.100000000000023,1.051826590376897,0.17666666666666667,17.100000000000023,2.7078383815502747,51.19480997574706,8,"Compared with Electrical suppliers overall, this supplier stands out for a low reopen rate and fast completion times across 4 jobs. Above-peer costs reduced the score.",9-27
SUP-061,Doors,Orlando,9,5.522222222222222,17.0,635.6222222222223,0.7777777777777778,7.0,4.428571428571429,7,0.0,0.0,72.0,5.327272727272728,18.224242424242423,630.0839393939394,0.696969696969697,4.115384615384615,0.030303030303030304,33,6,5.4711864406779664,20.162711864406777,651.4357627118644,0.711864406779661,4.14,0.03389830508474576,59,9,1.0,category_region,category_region|Doors|Orlando,Doors suppliers in Orlando,6,33,5.327272727272728,18.224242424242423,630.0839393939394,0.696969696969697,4.115384615384615,0.030303030303030304,5.522222222222222,5.43048128342246,-0.09174093879976208,17.0,17.576114081996433,0.5761140819964332,635.6222222222223,633.0159714795009,-2.606250742721386,0.7777777777777778,0.7352472089314195,-0.04253056884635831,4.428571428571429,4.2980769230769225,-0.13049450549450636,0.0,0.01594896331738437,0.01594896331738437,-0.16814301134389797,60.0,-0.033628602268779596,0.5771399387610495,80.0,0.11542798775220992,-0.2643088599818218,40.0,-0.039646328997273265,0.7149934266686143,80.0,0.10724901400029214,1.5741672403347264,100.0,0.15741672403347265,0.7267521673446946,100.0,0.14535043346893892,0.45216922798886083,54.52169227988861,0.7745966692414834,53.50248777933665,12,shrunk,0.7883616013077079,High,50.22638919907172,52.88546762370818,55.29022906830092,4.900000000000002,14.0,35.0,1.9902555458438347,0.37666666666666665,30.099999999999998,5.063839869229199,50.22638919907172,15,"Compared with Doors suppliers in Orlando, this supplier stands out for strong customer ratings and a low reopen rate across 9 jobs. Above-peer costs reduced the score.",4-35
SUP-009,HVAC,Orlando,6,6.633333333333333,27.21666666666667,855.0083333333333,0.8333333333333334,5.0,4.625,4,0.0,0.0,68.0,6.1571428571428575,27.407142857142855,758.3135714285714,0.8571428571428571,4.136363636363637,0.14285714285714285,14,4,5.765333333333333,29.305333333333333,790.2379999999999,0.8533333333333334,4.1640625,0.14666666666666667,75,14,0.56,category,category|HVAC,HVAC suppliers overall,14,75,5.984746666666666,28.242346666666666,772.36032,0.8554666666666667,4.148551136363636,0.14453333333333335,6.633333333333333,6.26271238095238,-0.3706209523809525,27.21666666666667,27.802769523809527,0.5861028571428584,855.0083333333333,807.7808971428573,-47.227436190476055,0.8333333333333334,0.8471666666666667,0.013833333333333364,4.625,4.360306186868687,-0.2646938131313128,0.0,0.09033333333333335,0.09033333333333335,0.3034416424410633,50.0,0.060688328488212664,1.1178525895953513,87.5,0.22357051791907026,-0.40135969017794654,37.5,-0.06020395352669198,0.08363466338491472,25.0,0.012545199507737208,1.4342579619391156,100.0,0.14342579619391158,0.31603104427227846,50.0,0.0632062088544557,0.44323209743669545,54.43232097436695,0.7071067811865476,53.134124217370235,13,shrunk,0.681624797311138,Medium,49.870693784244715,52.945018268181215,54.9939283388452,5.0,14.0,39.0,2.013397352442578,0.37666666666666665,34.0,5.1232345546004865,49.870693784244715,22,"Compared with HVAC suppliers overall, this supplier stands out for fast completion times and strong customer ratings across 6 jobs. Above-peer costs reduced the score.",5-39
SUP-057,General,Nashville,5,4.88,35.72,471.418,1.0,5.0,4.0,4,0.2,1.0,47.0,7.990909090909091,34.95909090909091,513.8122727272728,0.8181818181818182,4.1875,0.13636363636363635,22,3,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,0.75,category,category|General,General suppliers overall,17,96,7.8580255681818185,34.76801609848485,507.72318892045456,0.8271780303030303,4.177083333333333,0.13352272727272727,4.88,6.712631118881119,1.8326311188811193,35.72,35.13416375291376,-0.5858362470862417,471.418,493.7596547202797,22.341654720279678,1.0,0.8847853535353535,-0.11521464646464652,4.0,4.09837962962963,0.09837962962962976,0.2,0.15568181818181817,-0.04431818181818184,1.8898462143271701,100.0,0.37796924286543404,0.6600698227321216,75.0,0.1320139645464243,0.3242493147732033,50.0,0.04863739721598049,1.0279141848042295,75.0,0.15418712772063442,-1.0871508266107612,0.0,-0.10871508266107613,-0.7201490535091079,25.0,-0.14402981070182158,0.4600628389855755,54.60062838985576,0.674199862463242,53.10174302768524,14,shrunk,0.6878677745630011,Medium,50.61904625799243,52.88151940357202,55.00665073286627,6.0,14.0,31.100000000000023,1.6678209750389927,0.32,25.100000000000023,4.387604474873839,50.61904625799243,12,"Compared with General suppliers overall, this supplier stands out for fast response times and strong NTE compliance across 5 jobs. A higher reopen rate reduced the score.",6-32
SUP-067,Pool,Phoenix,16,7.46875,37.33125,922.32875,0.8125,13.0,4.1923076923076925,13,0.125,2.0,84.0,7.529999999999999,37.005,909.7175,0.85,4.147058823529412,0.1,20,2,8.012676056338028,37.628169014084506,961.4967605633803,0.8028169014084507,4.206896551724138,0.1267605633802817,71,7,0.5,category,category|Pool,Pool suppliers overall,7,71,7.771338028169014,37.31658450704225,935.6071302816902,0.8264084507042253,4.176977687626775,0.11338028169014085,7.46875,7.569612676056337,0.10086267605633736,37.33125,37.32636150234742,-0.004888497652579815,922.32875,926.7548767605634,4.42612676056342,0.8125,0.8178494041170097,0.005349404117009682,4.1923076923076925,4.188049357674104,-0.00425833463358849,0.125,0.12053087757313109,-0.004469122426868907,0.7547458291401109,83.33333333333334,0.1509491658280222,0.3601241479022268,33.33333333333333,0.07202482958044536,0.6143954812563416,66.66666666666666,0.09215932218845123,0.21370682796294618,83.33333333333334,0.03205602419444192,-0.022047211089705934,50.0,-0.0022047211089705936,0.020969541395755013,66.66666666666666,0.004193908279151003,0.34917852896154117,53.491785289615414,0.8528028654224418,52.97780450042396,15,shrunk,0.772164421028051,High,48.034184841333676,52.53770657520313,56.246314167099996,3.0,16.5,54.0,3.294343583743146,0.36,51.0,8.21212932576632,48.034184841333676,42,"Compared with Pool suppliers overall, this supplier stands out for fast response times and cost efficiency across 16 jobs.",3-54
SUP-052,General,Dallas,2,7.7,25.799999999999997,388.645,1.0,2.0,5.0,1,0.0,0.0,33.0,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,27,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Dallas,General suppliers in Dallas,6,27,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,7.7,6.994814814814815,-0.7051851851851856,25.799999999999997,30.034074074074073,4.234074074074076,388.645,448.0404074074075,59.395407407407504,1.0,0.9691358024691358,-0.030864197530864224,5.0,4.293478260869565,-0.7065217391304346,0.0,0.12345679012345678,0.12345679012345678,-0.5164351910896866,20.0,-0.10328703821793733,1.0296431071002383,100.0,0.20592862142004767,0.6514970575813922,80.0,0.09772455863720883,0.2725981320188333,40.0,0.040889719802825,1.6573050644939693,100.0,0.16573050644939694,0.7123038701258332,80.0,0.14246077402516663,0.5494471421167078,55.49447142116708,0.5,52.74723571058354,16,shrunk,0.555490277192294,Low,50.00846036272577,51.98088645418956,53.28533671748083,12.0,20.0,37.0,1.2039197221385507,0.06333333333333334,25.0,3.2768763547550606,50.00846036272577,19,"Compared with General suppliers in Dallas, this supplier stands out for fast completion times and strong customer ratings across 2 jobs. Slower response times reduced the score. Confidence is lower because the observed history is limited.",12-37
SUP-039,Electrical,Atlanta,3,6.466666666666668,25.900000000000002,739.4233333333333,1.0,3.0,4.0,3,0.0,0.0,29.0,8.18,27.131999999999998,670.3908,0.84,3.977272727272727,0.12,25,3,7.6734939759036145,27.726506024096388,761.4689156626506,0.7951807228915663,4.106060606060606,0.10843373493975904,83,11,0.75,category,category|Electrical,Electrical suppliers overall,11,83,8.053373493975904,27.280626506024092,693.1603289156626,0.8287951807228916,4.009469696969697,0.11710843373493976,6.466666666666668,7.6206352683461125,1.1539686016794448,25.900000000000002,26.904092004381155,1.0040920043811532,739.4233333333333,705.7775119386638,-33.6458213946695,1.0,0.8683039851714551,-0.13169601482854487,4.0,4.0059185606060606,0.005918560606060552,0.0,0.09008341056533828,0.09008341056533828,-0.11020812662645713,50.0,-0.022041625325291428,0.39645450581082614,70.0,0.07929090116216524,0.9493502265276774,80.0,0.14240253397915162,1.3949480613987035,100.0,0.20924220920980552,-0.7216705630840998,30.0,-0.07216705630840999,0.37634641808124714,80.0,0.07526928361624943,0.4119962463336704,54.119962463336705,0.5773502691896257,52.3786614372586,17,shrunk,0.5373239272468038,Medium,48.58637835965632,51.836257136633584,54.66155630701021,6.900000000000002,21.0,50.10000000000002,2.3991953920452764,0.25,43.20000000000002,6.075177947353886,48.58637835965632,31,"Compared with Electrical suppliers overall, this supplier stands out for strong NTE compliance and cost efficiency across 3 jobs. Weaker customer ratings reduced the score.",6-51
SUP-003,HVAC,Orlando,1,5.7,19.1,572.14,1.0,1.0,4.5,1,0.0,0.0,9.0,6.1571428571428575,27.407142857142855,758.3135714285714,0.8571428571428571,4.136363636363637,0.14285714285714285,14,4,5.765333333333333,29.305333333333333,790.2379999999999,0.8533333333333334,4.1640625,0.14666666666666667,75,14,0.56,category,category|HVAC,HVAC suppliers overall,14,75,5.984746666666666,28.242346666666666,772.36032,0.8554666666666667,4.148551136363636,0.14453333333333335,5.7,5.953108148148148,0.2531081481481481,19.1,27.22653037037037,8.126530370370368,572.14,750.1136177777778,177.9736177777778,1.0,0.8686060606060607,-0.13139393939393929,4.5,4.207125946969697,-0.2928740530303031,0.0,0.13139393939393942,0.13139393939393942,0.8440751011696399,87.5,0.168815020233928,1.3410193242129311,100.0,0.26820386484258624,1.1356780211385835,87.5,0.17035170317078752,0.5083960391374949,75.0,0.07625940587062423,0.10746533860474988,50.0,0.010746533860474989,-0.45385315912615604,25.0,-0.09077063182523121,0.6036058961531696,56.036058961531694,0.3779644730092272,52.28141584444795,18,shrunk,0.564522170739193,Low,51.44215548645454,52.0895140792299,52.774784528950875,15.0,19.0,24.0,0.549280810583567,0.006666666666666667,9.0,1.332629042496336,51.44215548645454,7,"Compared with HVAC suppliers overall, this supplier stands out for fast completion times and cost efficiency across 1 jobs. A higher reopen rate reduced the score. Confidence is lower because the observed history is limited.",15-24
SUP-058,Doors,Nashville,1,4.5,23.4,595.75,1.0,1.0,4.0,1,0.0,0.0,31.0,4.95,21.95,546.49,0.5,3.75,0.0,2,2,5.4711864406779664,20.162711864406777,651.4357627118644,0.711864406779661,4.14,0.03389830508474576,59,9,0.08,category,category|Doors,Doors suppliers overall,9,59,5.429491525423729,20.305694915254236,643.0401016949153,0.6949152542372882,4.1088,0.031186440677966103,4.5,5.326214689265537,0.8262146892655373,23.4,20.6495065913371,-2.750493408662898,595.75,637.7856459510358,42.035645951035804,1.0,0.7226502311248074,-0.2773497688751926,4.0,4.0906666666666665,0.09066666666666645,0.0,0.028351309707241912,0.028351309707241912,1.0270410834003978,100.0,0.20540821668007958,0.5017131131597516,50.0,0.10034262263195033,0.4669860749346302,50.0,0.07004791124019452,0.5003656293315439,50.0,0.07505484439973159,-0.0933993185760152,50.0,-0.00933993185760152,0.7071067811865472,75.0,0.14142135623730945,0.582935019331664,55.82935019331664,0.3779644730092272,52.20328727380316,19,shrunk,0.5815930571414947,Low,50.871228333038744,51.87071274331946,52.59792290976196,15.0,21.0,27.0,0.6583787400331553,0.0,12.0,1.7266945767232187,50.871228333038744,9,"Compared with Doors suppliers overall, this supplier stands out for fast response times and a low reopen rate across 1 jobs. Confidence is lower because the observed history is limited.",15-27
SUP-045,General,Atlanta,3,5.7,35.46666666666667,444.2166666666667,1.0,3.0,4.0,2,0.0,0.0,27.0,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,39,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Atlanta,General suppliers in Atlanta,6,39,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,5.7,6.734965034965035,1.034965034965035,35.46666666666667,34.86433566433566,-0.602331002331006,444.2166666666667,482.218717948718,38.0020512820513,1.0,0.8422090729783037,-0.15779092702169628,4.0,4.086206896551724,0.0862068965517242,0.0,0.07889546351084811,0.07889546351084811,1.1449347991129097,100.0,0.22898695982258196,-0.5956666096348071,40.0,-0.11913332192696142,0.3707921641721756,80.0,0.05561882462582634,0.746312125863309,80.0,0.11194681887949634,-0.5558603398588617,20.0,-0.05558603398588618,0.6487096908464197,80.0,0.12974193816928395,0.351575185584341,53.51575185584341,0.5773502691896257,52.02982028037512,20,shrunk,0.6246260828466178,Medium,50.68339013137242,51.96607189616926,53.33859393782767,12.0,20.0,29.0,0.9703370060350426,0.06333333333333334,17.0,2.6552038064552477,50.68339013137242,11,"Compared with General suppliers in Atlanta, this supplier stands out for fast response times and a low reopen rate across 3 jobs. Slower completion times reduced the score.",12-29
SUP-041,General,Dallas,4,5.475,30.349999999999998,424.3175,0.75,3.0,4.25,4,0.0,0.0,37.0,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,27,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Dallas,General suppliers in Dallas,6,27,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,5.475,6.370679012345678,0.8956790123456786,30.349999999999998,30.845061728395063,0.4950617283950649,424.3175,450.03200617283954,25.71450617283955,0.75,0.9021164021164021,0.1521164021164021,4.25,4.195652173913043,-0.054347826086956985,0.0,0.10582010582010581,0.10582010582010581,1.198900537885923,100.0,0.2397801075771846,0.22355284254296634,40.0,0.04471056850859327,0.5575505550747992,60.0,0.08363258326121988,-2.202554978669432,0.0,-0.33038324680041475,0.47522148102924916,80.0,0.04752214810292492,1.1736382656178748,100.0,0.23472765312357496,0.3199898137730829,53.19989813773083,0.6324555320336759,52.023793279152116,21,shrunk,0.6639636950703076,Medium,50.26854257026867,51.87573166008643,53.95239118094783,9.0,20.0,34.10000000000002,1.4265405141778882,0.13333333333333333,25.100000000000023,3.6838486106791564,50.26854257026867,14,"Compared with General suppliers in Dallas, this supplier stands out for fast response times and a low reopen rate across 4 jobs. Weaker NTE compliance reduced the score.",9-35
SUP-071,Pool,Dallas,6,6.8500000000000005,34.766666666666666,970.3733333333333,0.8333333333333334,5.0,4.25,6,0.16666666666666666,1.0,35.0,8.819047619047618,36.12380952380953,932.0519047619048,0.8095238095238095,4.4411764705882355,0.14285714285714285,21,2,8.012676056338028,37.628169014084506,961.4967605633803,0.8028169014084507,4.206896551724138,0.1267605633802817,71,7,0.5,category,category|Pool,Pool suppliers overall,7,71,8.415861837692823,36.875989268947016,946.7743326626426,0.8061703554661301,4.324036511156187,0.13480885311871227,6.8500000000000005,7.744778192967327,0.8947781929673262,34.766666666666666,35.97199386796972,1.2053272013030565,970.3733333333333,956.8881900929385,-13.485143240394791,0.8333333333333334,0.8163564721663313,-0.016976861167002033,4.25,4.2836529596164485,0.03365295961644854,0.16666666666666666,0.14675553319919515,-0.019911133467471503,0.5600450181681006,66.66666666666666,0.11200900363362012,0.9723023023616848,100.0,0.19446046047233698,0.3121046215449141,33.33333333333333,0.046815693231737114,0.16599389552836985,66.66666666666666,0.024899084329255475,0.5736930974700868,83.33333333333334,0.057369309747008684,-0.9229085114202882,0.0,-0.18458170228405765,0.25097184912990067,52.509718491299004,0.7071067811865476,51.774638964066796,22,shrunk,0.6769772286020093,Medium,49.42640859342352,52.28428041732028,54.957106389380385,6.0,18.0,44.10000000000002,2.234003881545407,0.2733333333333333,38.10000000000002,5.530697795956868,49.42640859342352,25,"Compared with Pool suppliers overall, this supplier stands out for fast completion times and fast response times across 6 jobs. A higher reopen rate reduced the score.",6-45
SUP-021,Plumbing,Denver,7,3.314285714285714,21.900000000000002,743.7942857142858,0.8571428571428571,6.0,4.0,4,0.2857142857142857,2.0,29.0,5.8,25.006666666666664,706.4504444444444,0.8222222222222222,4.1891891891891895,0.1111111111111111,45,4,5.175,25.379310344827587,689.9685344827586,0.7931034482758621,4.080645161290323,0.11206896551724138,116,12,1.0,category_region,category_region|Plumbing|Denver,Plumbing suppliers in Denver,4,45,5.8,25.006666666666664,706.4504444444444,0.8222222222222222,4.1891891891891895,0.1111111111111111,3.314285714285714,4.64,1.3257142857142856,21.900000000000002,23.55688888888889,1.6568888888888864,743.7942857142858,723.8775703703703,-19.916715343915484,0.8571428571428571,0.8366013071895424,-0.020541549953314697,4.0,4.105105105105106,0.10510510510510596,0.2857142857142857,0.18300653594771243,-0.10270774976657326,0.9997459076584285,100.0,0.19994918153168573,1.549918361094238,100.0,0.3099836722188476,-0.8674908714382644,0.0,-0.13012363071573965,0.6909776208252814,66.66666666666666,0.1036466431237922,-0.6898785704758749,33.33333333333333,-0.06898785704758749,-1.2927009429939726,0.0,-0.2585401885987945,0.15592782051220389,51.55927820512204,0.7337993857053428,51.144197389062285,23,shrunk,0.6327418032740352,Medium,48.082115636956814,50.959426470330634,53.62502979111138,10.0,27.0,52.0,2.220894820287106,0.10666666666666667,42.0,5.542914154154566,48.082115636956814,39,"Compared with Plumbing suppliers in Denver, this supplier stands out for fast completion times and fast response times across 7 jobs. A higher reopen rate reduced the score.",10-52
SUP-042,General,Atlanta,14,6.978571428571429,34.19285714285714,481.73928571428576,0.9285714285714286,13.0,4.055555555555555,9,0.14285714285714285,2.0,143.0,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,39,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Atlanta,General suppliers in Atlanta,6,39,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,6.978571428571429,7.031118881118882,0.05254745254745341,34.19285714285714,34.35489510489511,0.16203796203796372,481.73928571428576,487.09572261072265,5.35643689643689,0.9285714285714286,0.8728632478632479,-0.05570818070818073,4.055555555555555,4.078817733990148,0.02326217843459233,0.14285714285714285,0.12606837606837606,-0.016788766788766785,0.16503644633379982,60.0,0.033007289266759963,0.2922638485385507,60.0,0.05845276970771014,0.18772739842688108,40.0,0.02815910976403216,1.2227361349116357,100.0,0.18341042023674534,-0.6734969767172537,0.0,-0.06734969767172537,-0.5179255765125161,20.0,-0.10358511530250324,0.13209477600101893,51.32094776001019,0.8366600265340756,51.10518418794025,24,shrunk,0.7764571815267131,High,46.66543482249218,50.75471614214503,54.41971666982088,6.900000000000002,29.0,58.0,2.9455335768650412,0.17333333333333334,51.099999999999994,7.7542818473286985,46.66543482249218,51,"Compared with General suppliers in Atlanta, this supplier stands out for strong NTE compliance and fast completion times across 14 jobs. A higher reopen rate reduced the score.",6-58
SUP-005,HVAC,Orlando,2,3.9,28.599999999999998,836.27,0.5,1.0,3.5,1,0.0,0.0,12.0,6.1571428571428575,27.407142857142855,758.3135714285714,0.8571428571428571,4.136363636363637,0.14285714285714285,14,4,5.765333333333333,29.305333333333333,790.2379999999999,0.8533333333333334,4.1640625,0.14666666666666667,75,14,0.56,category,category|HVAC,HVAC suppliers overall,14,75,5.984746666666666,28.242346666666666,772.36032,0.8554666666666667,4.148551136363636,0.14453333333333335,3.9,5.567797333333333,1.6677973333333331,28.599999999999998,28.313877333333334,-0.28612266666666386,836.27,785.142256,-51.12774400000001,0.5,0.7962222222222223,0.2962222222222223,3.5,4.04045928030303,0.5404592803030299,0.0,0.12044444444444447,0.12044444444444447,1.5169080163145006,100.0,0.30338160326290015,0.9199100162588878,75.0,0.18398200325177758,0.20204046243276702,50.0,0.03030606936491505,-0.9256864195871156,12.5,-0.13885296293806734,-1.3361419049593002,12.5,-0.13361419049593,-0.2485507048865734,37.5,-0.04971014097731469,0.1954923814682807,51.95492381468281,0.5,50.97746190734141,25,shrunk,0.5181006595299582,Low,49.33768532639135,50.97760918671209,52.76546334548809,15.0,27.0,44.0,1.2588392004272937,0.013333333333333334,29.0,3.427778019096735,49.33768532639135,27,"Compared with HVAC suppliers overall, this supplier stands out for fast response times and fast completion times across 2 jobs. Weaker NTE compliance reduced the score. Confidence is lower because the observed history is limited.",15-44
SUP-053,General,Atlanta,1,6.4,26.0,399.42,0.0,0.0,4.0,1,0.0,0.0,8.0,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,39,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Atlanta,General suppliers in Atlanta,6,39,7.1230769230769235,34.63846153846154,496.4694871794872,0.7948717948717948,4.120689655172414,0.10256410256410256,6.4,7.042735042735043,0.6427350427350422,26.0,33.67863247863248,7.67863247863248,399.42,485.6862108262108,86.2662108262108,0.0,0.7226107226107226,0.7226107226107226,4.0,4.100574712643678,0.10057471264367823,0.0,0.09324009324009323,0.09324009324009323,0.1266014984811269,40.0,0.02532029969622538,1.4709571670334618,100.0,0.29419143340669235,0.24063527170761512,60.0,0.03609529075614227,-1.1124730403189012,20.0,-0.16687095604783517,-0.32712243485643777,70.0,-0.03271224348564378,0.29395205490578663,40.0,0.05879041098115733,0.2148142353067384,52.148142353067385,0.3779644730092272,50.81192149242592,26,shrunk,0.5672662128288863,Low,50.087726030960845,50.52069418017508,50.87798243073808,28.0,31.0,37.0,0.28622878324296563,0.0,9.0,0.7902563997772347,50.087726030960845,18,"Compared with General suppliers in Atlanta, this supplier stands out for fast completion times and a low reopen rate across 1 jobs. Weaker NTE compliance reduced the score. Confidence is lower because the observed history is limited.",28-37
SUP-048,General,Dallas,5,6.720000000000001,29.560000000000002,472.116,1.0,5.0,4.2,5,0.2,1.0,30.0,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,27,6,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,1.0,category_region,category_region|General|Dallas,General suppliers in Dallas,6,27,6.818518518518518,31.09259259259259,462.8892592592593,0.9629629629629629,4.1521739130434785,0.14814814814814814,6.720000000000001,6.780626780626781,0.060626780626780175,29.560000000000002,30.5031339031339,0.9431339031338979,472.116,466.43800569800567,-5.6779943019943175,1.0,0.9753086419753086,-0.024691358024691357,4.2,4.176086956521739,-0.023913043478261287,0.2,0.1654320987654321,-0.034567901234567905,0.07222578030195524,60.0,0.014445156060391049,0.5634158350999047,60.0,0.11268316701998093,-0.21634341506923885,40.0,-0.032451512260385826,0.5005727606348588,60.0,0.07508591409522881,0.23880476433630946,60.0,0.02388047643363095,-0.3856719911452261,20.0,-0.07713439822904522,0.11650880311980069,51.16508803119801,0.674199862463242,50.78550219039127,27,shrunk,0.632608761273621,Medium,47.81937883191466,50.690414152647236,53.50661215686038,11.0,29.5,54.0,2.1452655226872945,0.09333333333333334,43.0,5.687233324945716,47.81937883191466,44,"Compared with General suppliers in Dallas, this supplier stands out for fast completion times and strong NTE compliance across 5 jobs. A higher reopen rate reduced the score.",11-54
SUP-044,General,Nashville,13,8.923076923076923,33.49230769230769,498.80307692307696,0.7692307692307693,10.0,4.277777777777778,9,0.15384615384615385,2.0,120.0,7.990909090909091,34.95909090909091,513.8122727272728,0.8181818181818182,4.1875,0.13636363636363635,22,3,7.4593750000000005,34.19479166666667,489.45593749999995,0.8541666666666666,4.145833333333333,0.125,96,17,0.75,category,category|General,General suppliers overall,17,96,7.8580255681818185,34.76801609848485,507.72318892045456,0.8271780303030303,4.177083333333333,0.13352272727272727,8.923076923076923,8.517343073593073,-0.40573384948385005,33.49230769230769,33.978291847041845,0.48598415473415457,498.80307692307696,502.2012148268398,3.3981379037628585,0.7692307692307693,0.794425230566535,0.02519446133576575,4.277777777777778,4.241815476190476,-0.035962301587301404,0.15384615384615385,0.1450098814229249,-0.008836272423228958,-0.44923694902459327,25.0,-0.08984738980491866,1.4793710688482582,100.0,0.2958742137696517,-0.04940389109098851,25.0,-0.007410583663648275,-1.2255872057064225,0.0,-0.18383808085596337,1.5856279127718156,100.0,0.15856279127718156,-0.41501303352687696,50.0,-0.0830026067053754,0.09033834401692753,50.90338344016928,0.8271701918685112,50.74725185353566,28,shrunk,0.8016720477760124,High,46.6800424430079,49.89920051341296,53.36998052254952,12.0,39.0,58.0,2.5862400454528314,0.07666666666666666,46.0,6.689938079541619,46.6800424430079,50,"Compared with General suppliers overall, this supplier stands out for fast completion times and strong customer ratings across 13 jobs. Weaker NTE compliance reduced the score.",12-58
